3zzf NLG
1b2m 2-mer
2vta LZ1
3ati SZ4
3fjg 3PG
3h91 15-mer
3rxd SZ4
4fz3 6-mer
4y5s AKG
6g46 ELH
6iou SER
1f5k BAM
1ihy APR
1oh4 7-mer
2dwx 13-mer
2wq5 MIY
2xp4 G14
3kpv ADE
3mrv 16F
3v30 17-mer
4bv2 13-mer
4pre 11-mer
4yk0 98
4yux 4JT
5a7c 5D4
5khj 6SY
6cef EYJ
6gjr F0W
6gxu FG8
6mlw JVA
2iyf ERY
2pyi DL8
3d6p U2S
3gep 24H
4kov KOV
5l4h 6JW
5ldo 3AM
2x09 X09
3d6q U3S
4c6x TLM
4tu4 37N
4w52 BNZ
5jid 8PF
5qa6 AUV
5x9h ATP
6bhh 18-mer
1kui 3-mer
1mpl RE1
2uuo LK3
2v2h PGA
2xaj TCA
2y9g LAT
3ao2 AVX
3fum 80A
3hav SRY
3kqm ES3
3nuu JOZ
3s0j Z15
3vi2 HMZ
3wkd S0K
4j86 6-mer
4k8o ATP
4q46 GDP
4w5a 11-mer
5ewh 5SG
5h7h 5-mer
5n7b 7-mer
5orr A5Q
5qa4 TI7
5qa8 JSX
5qad WVV
5qar QIU
5v8o 8ZM
6euc RM0
6ewk RM0
6fuh E88
6hgs 5GP
6qmd J6N
3nq3 DKA
3qi3 PDB
4dhm 0KB
4klv KLV
4tnw POV
5aqf ADN
6g0v EGZ
1wbv LI3
2clk G3H
2xtk AZM
4xqb 425
5etf 15-mer
5mos D86
6g2a A3R
1kug 3-mer
1li6 5MP
1nje DCM
1ybo 17-mer
2ggd GPJ
2hb1 512
3as3 I5I
3nfk 13-mer
3q2m CKI
3t09 149
3vv6 B00
3zlx 5EZ
4ajl 88W
4odk 16-mer
4umr QBB
4yb7 ATP
5aib KJU
5ech JAA
5eci JAA
5h1t 7FF
5lg3 Z80
5qax Q92
5qb0 AVA
5uf0 89J
6bnh 13-mer
6g2b EH8
6pi1 B3N
1mxl 17-mer
2hu6 37A
2jup 9-mer
2o9a PYR
2ou7 ANP
3ai8 HNQ
3lce LCE
4q9s 30G
5wbf LAC
6irt AUU
1hn4 MJI
2gfj _VI
3g2h KOT
3sgt P09
3tiz 3TI
3ud5 J1A
4aba SW1
4bks X6C
4egi B2J
4fl3 ANP
4keq 5PN
4mmm BP7
4y2t 49Q
5d7e 8-mer
5qai VM7
5vfm HC4
6e1z HLP
6ipl DTP
6mt4 9-mer
1r0x ATP
1r10 ATP
1yhm AHD
2osf TH0
4ozo OTN
6f5w KG1
1bky 1MC
1j15 BEN
1j16 BEN
1utj ABN
2k4i PBU
3ck8 BCD
3lzz GDP
3ril 3RK
4bt9 9-mer
4ce2 BO5
4d9p Z17
4kv9 GDP
5acw RHU
5mnn MRZ
5mno MRZ
5mo2 D86
5qah EFX
6eks G39
1n1t DAN
1n1v DAN
1sre HAB
1vcu DAN
2ncz 12-mer
2vhq ATP
2wzs MVL
2yb0 DUR
3kqo ES4
3mv0 149
3wq5 VPA
4ivk CEP
4kiu KIU
5btv 4-mer
5dhp 5AQ
5qat T7O
5tha GP3
5wkh 10-mer
6czd ADP
6ovz N9M
6pg8 OGY
3lbz Z89
3rtx 18-mer
3spf B50
4bnt 36E
4i9u 1E7
5dtq 5F6
5g4m O82
5ldm 2AM
5oh9 9UT
5wxg 7-mer
5ylj 8X0
6gjl F1Q
1aj7 NPE
1v16 TDP
2f6y ENT
2y55 FP5
3g2l LEW
3h03 UBP
3npa Z57
3w5n RAM
3wjw U6M
4ab8 VXU
4ijl 1EK
4nbk 2J5
5iyv 12-mer
5oh3 9V2
5wkf 10-mer
6b7f CW4
6gji F1E
3dda 7-mer
3si4 B04
4mjp 27O
4prb 11-mer
5afk 5VU
5eqe 5R8
5lm4 6Z6
5mk1 18-mer
6klk URF
6mt6 9-mer
1m0q EPC
1xfv 3AT
2ctc HFA
2x85 4-mer
2xiz XIZ
3iae D7K
3obx 9-mer
3src 28N
3ti1 B49
3u4i CVR
3umo ATP
4aj4 VAB
4dgb 6-mer
4dhn 0KC
4lqy AMP
4nl1 Z13
4ufk LDU
5etu 12-mer
5iu6 7HX
5kde 6RT
6ckl DAN
1avn HSM
1exw HDS
1slg 7-mer
2gvv DI9
2qw1 3MG
2rkm 2-mer
2vhj ADP
2vuk P83
2wor 2AN
2wos 6AN
2xel IA2
2xpc 051
3wk7 S0D
3zj8 LR1
3zvw FP5
4k5n 1OU
4kqq VPP
4kqr VPP
4men 25K
4n9c 2ZM
4qgi ROC
5ai8 K2T
5lzj 7BT
5mli 82I
5nzm 9ET
6c85 PLQ
6cjj ADP
9icd NAP
1kuk 3-mer
2oei 9-mer
2vte IK4
3l5b BDO
5b1s BSX
5qaa EAJ
6d1b FUJ
6min 8-mer
1ahx HCI
1pr5 TBN
2l8r APR
2vth LZ2
2yim MC4
3ap4 LBT
3fgc FMN
3gk4 53A
3twp SAL
3uih 15-mer
3zhf 9-mer
4i2w 10-mer
4pd7 ZE8
5axi 5-mer
5hn7 04M
5t1i 15-mer
6g9x JKE
6hzy GYZ
1h5v 5-mer
2a5b 8HG
2cbz ATP
3jvk 8-mer
3qi4 IBM
4dho Y09
6d49 FVP
6d4a FVP
6g9i CXX
1v1m TDP
1z3t CBI
2h9n 11-mer
2v3d NBV
3bwk C1P
3pp7 SVR
3t0m 2CT
4fcm 9-mer
4hv3 19L
4k3q 6-mer
4kva GTP
4rgd CIT
5lws 7B2
5o1g 9GK
2lo6 14-mer
2xvn KLS
3c0z SHH
3fsj D7K
3kze 8-mer
4bi6 PGA
5f5b 5-mer
5fou 6-mer
5izc 6F4
5m5d 2-mer
5o1c 9GZ
6cbg EWG
6fdq 2UQ
6jaq GLC
1mrs 5HU
1x9d SMD
2ad5 CTP
2fpz 270
2kvm 16-mer
2l1b 15-mer
2odd 17-mer
2vi5 Y19
2wec PP5
3c39 3PG
3gt9 516
3h2a B57
3uxg 17-mer
4ac3 R83
4ce3 L4V
4gqr MYC
4joj 10-mer
4yyn 11-mer
4zmf AMP
5c3k 4XF
5ofx RAF
5qa7 IQQ
5qan M8Q
5yvt NAI
6fgf EN2
6npm KVD
1ai6 4HP
1l5q CFF
2flh ZEA
3fu6 80G
4aa2 11-mer
4agn NXG
4ibg 1D6
4twy 3BL
6ha4 T3Y
1v11 TDP
2l7u 7-mer
2uup LK4
3b3c PLU
4agm P86
4k5o 1OT
5c7f 11-mer
5c85 4YO
5f2w 5UP
5jdc 6JP
5jek 18-mer
5os8 J27
5yj8 8W9
6bef 3YI
6fx1 8-mer
6rih K4T
1ax2 NAG-GAL
1rpf C3P
2g8r N3E
2q8y 9-mer
3chg 313
4edu 16-mer
4i7l IPH
4u2y RZM
4w53 MBN
5jim P8S
5t70 10-mer
1a7c 6-mer
1a86 0ZB
1e5j 4-mer
1fhr 7-mer
1gfz CFF
1j4k 7-mer
1jyi 12-mer
1kqb BEZ
1lgw 1AN
1mx1 THA
1nu3 VPR
1s9v 11-mer
1tlo E64
1tni PBN
1utt CP8
1wc1 TAT
1wc6 TAT
1z3c SA8
2bow P4P
2brp SIE
2buv DHB
2c8y C3M
2j9l ATP
2ja3 ADP
2kfx WW7
2kp8 XIG
2ohr 8IP
2ot1 N3P
2qcg 5BU
2qrl OGA
2rin ACH
2whp HI6
3a1c ACP
3c4e C4E
3fck FCK
3ijh KO2
3qzt 10-mer
3r9h Z67
3r9o Z71
3rpr 25Z
3rzb 02Z
3tvl 3PO
3vd9 IPT
4ai8 DZA
4ayw ANP
4bcw TU0
4cfu 2WC
4gjb 0ME
4gxs 0YS
4iz0 2BI
4l7g 1W0
4p6c RES
4tuh 38H
4ucd M81
4umb 0V5
4usj ARG
4wym 17-mer
4ylu R30
5a5p JTF
5akk 1P8
5bvk 4VC
5f04 5TB
5f0c 5TE
5f27 5TT
5fpp HI6
5g4n O83
5h1v 7FU
5j6s 6GA
5jao 6HX
5jv2 6O3
5kql 6VY
5mgk 7MW
5npc 94E
5npe 948
5nw8 18-mer
5ous 18-mer
5qam GA6
5qap AV7
5wcm 4NZ
6axq C2Y
6cvd 4ME
6eh2 18-mer
6em6 18-mer
6hry GOE
6hrz GO2
6i15 GZT
6i16 H0B
6rnu KBH
6uvp QJJ
1b42 M1A
1c5z BAM
1v2w ANH
2aoi 11-mer
2vtl LZ5
2xz5 ACH
3fzn D7K
3kqw ES9
3s3k CSN
4eym 0RX
5auz GEN
5hlb AZR
5hn8 HXK
5tg5 JW8
5wf7 A9G
5xof 7-mer
6bec RBT
6fam 2-mer
6rk4 K5T
2wvz KIF
3as1 CTI
3ddb 7-mer
3np7 Z15
3po1 MKY
3ztd ZTD
4k8a K8A
5e3d 5JL
5glu 3-mer
5thn 7CZ
5u5k 7VY
5vsj 9HV
6bgg 12-mer
1mv0 14-mer
2ohp 6IP
2q8m AMP
2qrm M09
2rm0 9-mer
2w0z 9-mer
2x96 RX3
3bxh F6P
3mt7 16O
3nq9 OCA
3ueo 12-mer
4bi2 ZO8
4kab 4KA
4msn 2ZQ
4pri 11-mer
4wmv 3R4
5e2l DPN
5fow 6-mer
5hng 62O
5nzf G39
5oui AVB
5w4s 12-mer
5xo2 7-mer
5yqn L55
6cze ITT
6ex0 C1Z
6fns DY8
6hni TYR
1hi5 ADP
1l7x CFF
1li2 IPH
2c02 ADP
4nmp 10-mer
4ps0 5-mer
4y2v 4A5
5epr 5QY
6at0 6-mer
6i0z GZQ
6qlt J5W
1awi 10-mer
1pwy AC2
1r4w GSH
1toi HCI
1tuf AZ1
2rk7 OXL
2w66 HQ6
3ck7 ACX
3d9n 14-mer
3fjz GPF
3isw 18-mer
3n8k D1X
3qx9 ATP
3thd DGJ
4xm6 41R
4y32 7-mer
5gof GTP
5mk3 18-mer
5mob A8S
5vdp 1SY
2clh F19
2clo F19
2loz 14-mer
3h2f B60
3m3c 3-mer
4b85 B3W
4fem ACX
5h9s TGZ
5mge 7MX
5om2 DXT
5or9 JR5
5x4o YAM
8a3h IDC
1at6 3-mer
1gj4 132
1hyo HBU
1wax LO1
2v2v V12
2va5 C8C
2vtd LKM
2wgi PNM
2x5o VSV
3avb 8-mer
3mag 3MA
3mct 3MC
4bdb ODO
4eft EFT
4jok 10-mer
4xmr ILE
5mpz 4I8
5ot9 AOZ
6agg AG2
6dai G2V
6i18 H0N
1lb6 9-mer
1n2v BDI
1y2g CL3
1yci NDF
2auc 15-mer
2d06 EST
2kmx ATP
2rke SAT
2z1w BDI
3f8w ADN
3kwa SPM
3r42 9-mer
3rxo SW2
4xdo OGA
5a5z WJZ
5ksu 15-mer
1ai7 IPH
1jn2 SFP
1o0n U3P
1y2b DEE
2lk1 AQN
2v88 8-mer
3chc ZRG
3g2n OAK
3rmf 20Z
4b9z ACR
4bdf H3R
4c1h X8Z
4fxp ADX
4mji 8-mer
4p72 2NL
4qkd AKG
5var 92Y
6beh RPT
6d1i T6Z
1c5t ESP
1gwm 6-mer
1lxf BEP
1odj GMP
1rry 204
1rzx 7-mer
2bvs 2CE
2f18 GB1
2qiq CYV
2qju DSM
2uw3 GVG
2xuc XRG
3b78 NAD
3ewz CNU
3gk1 32A
3iod A6D
4c66 H4C
4cr9 OTW
4do3 0LA
4k6t 1P0-SIA
4p75 2NM
4uyd V1T
5cc2 CKA
5hv1 RFP
5kat P4P
5om3 DXT
5t7s LBT
5w7x 9-mer
6c98 ER7
6djj GM7
6dpy H7A
6f6d 17-mer
6ios PRO
6psb Y18
6sze M2B
1d6s PLP
1p19 IMP
1z3v LAT
2c1n 8-mer
2exm ZIP
2o9k 11-mer
2uw8 GVQ
3d6o U1S
3l5d BDV
3ncr ADP
3oyw TDG
3v4t UD1
4bdh WVI
4ih5 12R
4lh6 1X7
5dnu KKN
5e6o 4-mer
5fnc IEE
5kam IMP
5mtv AGS
6jjn 4-mer
6nfg 8ZJ
1bsk MLN
1e55 2-mer
1i33 TND
1uy8 PU5
3a1d ADP
3fu5 492
3ivc FG4
3ivq 12-mer
3mam BET
3mkn DNB
3th0 5-mer
4aa1 8-mer
4bdg P3J
4de2 DN3
4kxb BES
4mi3 26R
4qfn 2-mer
4whq 3N8
4whr 3N8
4whs 3N8
4zow CLM
5o5h 9LK
6cvv ATP
6g92 ERZ
1v2q ANH
3ozt OZZ
3qto 10P
4hxj 3-mer
4ovf 2VG
4yc0 5OF
6rhe 6-mer
1gny 5-mer
3adu MYI
3sna 6-mer
3t4n ADP
3tvx PNX
4cc3 12-mer
4i7m 2LP
4ibi 1D8
4k6u 1P4-SIA
4trw 4-mer
5dq8 FLF
5fpi 8-mer
5lvq 2LX
5v5o 19-mer
6cct 4-mer
1m2x MCO
1om9 15-mer
1q91 DPB
2alv CY6
2mc1 13-mer
2toh HBI
2v2q NVG
2vt3 ATP
2xg9 GLC-NOJ
3a9i LYS
3axk NDP
3c8e GSH
3d51 GOX
3dz2 A8M
3m56 11-mer
3q8h AO9
3r9d X6B
3sur NGT
3sus GNL
3wk9 S0F
4abh 7Z3
4cr5 0TU
4esi 0RB
4ibe 11Y
4kz4 4A1
4o45 15-mer
4ok3 2SY
5aan XOC
5afm 9Z0
5njx 16-mer
5ow1 AY8
5oy3 17-mer
5qau V7V
5qav L43
5qb2 U3M
6h0b 16-mer
6n9t 13-mer
3d3x 4-mer
3qzv 11-mer
3si3 B03
4bi1 ZO6
4jkw IPE
4klb 1RV
5epp 15-mer
5fyx FD6
5ito 6DB
5t8q 76Y
6f55 15-mer
1mns APG
1v2s BEN
2pl9 19-mer
2vxj 3-mer
3d9l 14-mer
3qfd 9-mer
4azt LY2
4b9w 13-mer
4jof 10-mer
4nzb NSE
4oma LCS
4q1s 2YD
4w54 PYJ
5bw4 SAM
5f41 5V6
5ldk ATP
5ldp ATP
5wa1 18-mer
5x4n 7ZL
6c28 WCA
6cyg N5O
1o9e FSC
2lh8 VIB
2qfu GPJ
3avl 8-mer
3q2j CKI
5m1z 2-mer
5o0b 9FE
5op8 A1H
5vgy 9AA
5yyz 13-mer
6dy7 HH7
6euz C8Q
6f8g 12-mer
6hor GJK
1at5 3-mer
1hi3 A2P
1k3t BRZ
2lya PC8
2pmc 15-mer
2wl4 COA
3ayd 3-mer
3b3w LEU
3cft 5NS
3cr5 PNT
3ds4 12-mer
3ee2 NZO
3f3a TRP
3my5 RFZ
3nok DDQ
3srb 28S
3sv2 P05
4j8g 11-mer
4n9a 2J2
4nra 2LW
4q83 3FH
4yyi 11-mer
5lt9 ARG
5mih 7NU
6b0y 8ZG
6cee EYM
6v1c 4A4
1c5y ESP
1c87 OPA
1ghw BMZ
1n3z U3P
2r2b 3-mer
2x4s 9-mer
3b8h NAD
3djp UA3
3hqh 15-mer
3qx5 02P
3rg2 2-mer
4tww 3A7
4wbo ANW
4x1p 10-mer
5dp4 5E8
5fcz TNX
5fdd 4P8
5mrh Q9Z
5ofi 9TQ
5ofu AMP
5ot8 6DB
6d5w FVV
1odi ADN
1qk4 IMP
1ulg GAL-NGA
1yon A2R
2j83 BAT
2qmj ACR
3sov 9-mer
3uec 4-mer
3wkb S0I
4bqs K2Q
4pda CTN
4tw6 37L
4u6w Q08
4ucs 9MJ
5jcb NV4
5n20 8GN
5n99 5-mer
5t6z 10-mer
5ti0 7CZ
5wbo A1Y
6g8p 11-mer
6gg3 ALA
6i41 9-mer
1aze 10-mer
1gx0 UDP
1joj 7-mer
1kv5 PGA
1pzi 1DM
1t5f DHH
1ua4 AMP
2imb AHL
2kzu 18-mer
2l65 6-mer
2ltw 14-mer
2w6o OA3
3f80 6HN
3kyq DPV
4asy N5Y
4gny SDS
4k63 4-mer
4mo4 ACP
4oak 2-mer
4own 5RG
4yy6 11-mer
4zh4 4OE
5kh3 6U6
5niy GNP
5tig 7DH
6bmr DZV
6gxa TB8
1prl 9-mer
1prm 9-mer
2jke NOJ
2jkp CTS
2ndf 13-mer
3nii 4-mer
3zqe DXC
4bi0 Z0W
4qfp 2-mer
4x3h 9-mer
5ak4 GVG
5fnr XMS
5hna 63D
5kap 6RH
5umw RBF
6imb AH9
6imd AH3
6nng DJ9
6qqt JCH
2bes RES
2ksp 15-mer
2x52 GYT
3ayc 5-mer
3cj3 SX4
3h78 BE2
3uwk 0DF
4f8h RKE
4fpk IJ1
5ajc 4-mer
5csp 54G
5cu2 54G
5e13 5J9
5f8y X6X
5npf 945
5o0s 9FQ
5oh2 BAQ
5u0w 9MG
5uff 8B7
5ut6 8MY
6cq5 F8S
6fsd E5H
6k5t 12-mer
6s7k KYZ
1juq 13-mer
1li3 3CH
2mji KTR
3d27 W29
3u4h C8R
4k75 10-mer
4lpg 1MV
5b2d SLT
5ei3 5O8
5j4n AG2
5km9 ADN
5om9 O2S
5q0i 0X0
6bhi 16-mer
6d1j 7SX
6dys HJ1
6mdu N1G
1u8t 16-mer
2l12 15-mer
2qrk AMP
3lk1 JKE&EMC
3qwc 98P
3tdh AMP
3zmv 6-mer
4r0a URI
4u69 Q07
4w9n TCL
4xtp TNR
5f9b 5VN
5uiq 8BV
6bod E0P
6e05 CTP
6e06 CTP
6gnm 27M
6i7a 9-mer
6mxe K5S
6n9h 308
6naf 308
1g6r 8-mer
1m5w DXP
1uyg PU2
3ijg AVR
4aoc A1Q
4bhz Z0B
4h36 8-mer
4qfo 2-mer
5mgf 7MW
6hh5 A3R
6hou V55
6k5r 12-mer
1gx4 UDP
1i5h 17-mer
1ml1 PGA
2g96 NMN
2jo9 9-mer
2vzr GCU
2wmr ZYR
3cr4 PNT
3f5j CTT
3gta 851
3i4a LN5
3jrs A8S
3tzd 19-mer
4b95 UCK
4fak SAM
4nq6 3R9
4ufj IF7
4wcf 3KN
4y2s 49P
5a6n U7E
5al1 GN5
5f2r ACP
5l4j 6JD
6b7d CWG
6eku ZMR
6ghv EZ8
6hks 11-mer
6hv2 5-mer
6mlf JV4
1e2l TMC
1v2l BEN
1v2m BEN
2wuf KEM
3zyh G0S
4i3z ADP
4z7q 5-mer
5mgj 7MX
5orb JR6
5t8r 10-mer
6qwi JJW
1a30 3-mer
1amk PGA
1det 2GP
1mfg 9-mer
1ppw EIP
1qm4 AMB
1rs2 209
1w3k BGC-OXZ
1xsc ATP
2cli F9F
2cll F9F
2csm TYR
2exg STF
2pix FLF
2q7y IGC
2xnn 430
2ylp 056
2ylq YLQ
3ivg FG5
3moe SPV
3mta 22O
3n46 3N5
3obu 9-mer
3t0b IPT
3upk UD1
3zmu 6-mer
4cqf 9Z8
4eoh TEP
4hwt 1B2
4ibk 1DE
4iu1 NNH
4jc1 TDG
4k7o EKZ
4kij KIJ
4o24 2Q0
4o43 2PW
4o5g 2PV
4o61 CIT
4u0a 15-mer
4u0b 15-mer
4wyz U3P
4xhv 10-mer
4zme ADN
5aic TGX
5d6e 94A
5dtk 5F3
5dtm 5F4
5e3g 5JQ
5euk 12-mer
5ewy 5TQ
5f88 12-mer
5hn9 04W
5i2i 12-mer
5ivz 12-mer
5jgi AAG
5mfr 7MK
5mys YP6
5o5f 9LT
5vt1 9JS
5zku 9F3
5zla 9F3
6ey7 C3W
6fdt 9-mer
6fug E85
6fuj E8B
6fv2 D03
6hdn FZB
6n69 KDV
6nzk MJJ
6q4g HJK
1ajq SPA
1rgk 2AM
2tpi 2-mer
2wkt COA
2z3z AIO
3q5u 13-mer
3r8z Z63
3vb4 5-mer
3vb7 5-mer
3wk8 S0E
4b7z Q4Q
4kow CFX
4mi6 26V
4ny3 6-mer
4u0c 17-mer
4u0d 17-mer
4u68 11-mer
5khh 6SW
5mka RCD
5mkj 4CU
5ogl 9UB
5qb3 AVM
6ajr URA
6f20 C9E
6ior ASN
1gu3 5-mer
2boi MFU
2ha6 SCK
2qtt FMC
2x4u 9-mer
3c3q 18-mer
3nth 6-mer
3tpu 9-mer
4hco IMW
4q7p 3MH
4rsk U3P
4u43 3D8
4ucc ZKW
5m28 MLR
6i5p 9-mer
6jad PAL
1olx TDP
2uze C95
2xo8 H70
3aya 3-mer
3l7a DKY
4cc2 12-mer
4cc7 12-mer
4ibj 1D9
4ijh 1EJ
4zcs CDC
5ods 18-mer
6czb UTP
6exj 7-mer
6g29 EHK
6mdd JE7
1e3v DXC
1jyc 15-mer
1z6s AMP
2ha5 AT3
2iv9 12-mer
3r5m MLO
3uvx 11-mer
4lys 2SJ
4nxr 8-mer
4yxd FTN
5agi ANZ
5goe GDP
5n3v 8L5
5yc1 5-mer
6ajz LOC
1ghv 120
1sv3 ANN
1t37 5-mer
1yfz IMP
1zm6 5-mer
2rok 2-mer
3feg HC7
4a2a 16-mer
4eeh HH6
4ez3 0S0
4j82 5-mer
4owv BE2
5erg SAM
5hjc 9-mer
5ka7 OTA
5l6i B39
5vt4 9KJ
6cec EY7
6d1a TWB
6i0r QAT
6r1a JP8
1dy4 SNP
1n5z 14-mer
1wbw LI4
1we2 DHK
2ez7 DHI
2fys 17-mer
3c3o 13-mer
3dpc 10-mer
3rsr N5P
3wpn B4S
4idz OGA
4nbn 2J7
5alv 6TZ
5mf6 7M2
5ti3 7CG
5ujo LSI
5wbp A2J
6fer D6Q
6gih EZN
6qme J6Q
1bug URS
1td7 NFL
2jdy MMA
2zif SAM
4clz 4DS
4dt2 0LV
4gu9 4GU
4o3t 11-mer
5cuu 4GA
5d6f 57R
5oh7 HYN
5sy3 74Z
6qi4 FKW
1bhf 5-mer
1p7m ADK
1qvt PRL
2wmu ZYU
2y4a BH6
3b24 B2J
3guz PAF
3nfl 16-mer
3sc1 3S1
3snb 6-mer
3u9q DKA
4ce1 7FK
5afj 42R
5ut4 DQX
6h75 SLB
6hgj AS4
6mla ARG
6o5u KAN
1jh1 JST
1uyc PU7
2avq 2NC
2hjb PZM
3c3r 13-mer
3djo U2P
3e62 5B1
3snc 6-mer
3tll 62D
4b82 B3Z
4bek XK0
4mdr 10-mer
4p4t GDP
4zt8 CYT
5e8w STU
5hfj SAM
5mar 7KE
5orh A4N
5ti5 7CN
5zni YMZ
6eu6 NH4
6keb D6C
1btn I3P
1jmq 10-mer
1p57 CR4
1py1 7-mer
2ohs 9IP
2pwd NOJ
2vio L1O
3ava 8-mer
3fcf FCF
3fn0 9-mer
3i5r 12-mer
3itu IBM
3jzg 4-mer
3l6x 18-mer
3np9 Z2T
3unn 8-mer
3va4 11-mer
3wgg 8NA
3zls 92P
4abd SW2
4b80 A36
4dy6 A22
4omk SQL
4pl0 ANP
4pp0 OP1
4zh3 4OD
5aer 14-mer
5ai6 4XH
5fsm N91
5ivf 6EB
5l44 K26
5mri Q9Y
5uv2 LA6
6cha PBA
6hot CIY
6i0p QAS
6r0s JOH
6r0u JO5
6r12 JOT
6r1x JPQ
6rsa UVC
7kme 7-mer
1i8j DSB
1l6s DSB
1no6 794
1olu TDP
2csn CKI
2ypp TYR
3iqi 5-mer
3rqf 13-mer
3rsx RSV
3uxd 0CU
3vb6 7-mer
3zqt 30Z
4exs X8Z
4fpf JKK
4ou3 6-mer
4qn9 DXC
4usi AKG
5bot 4UM
5dtr 5F7
5e74 5KH
5ka9 OTA
5km2 C5P
5oh1 9UQ
6qtx 10-mer
1h00 FCP/FAP
1rsi 977
1tjp HPF
2poq ISD
2vr0 HQO
2wfg ZZB
3dri 6-mer
3igb 454
3p23 ADP
3qvv 3QV
3rtm RTM
4cc5 L5V
4ek9 EP4
4nrb 2LX
4q7s 2YU
5eps 5QX
5h9q TD2
5jcj 6JM
5mk9 BCD
5sz9 74Y
5xp7 8C6
6cd9 4-mer
6h8s FSZ
6jax 8-mer
6o3y 13-mer
1rgl 2GP
1rst 9-mer
2a3c PNX
2f6v SK2
2ha0 NWA
2pu2 DK2
2we3 DUT
2wyf GLA-MBG
3art DEQ
3b82 NAD
3kqr OPE
3m3e 3-mer
3pxf 2AN
3pxq 2AN
3tvw 07H
3vbt 0F9
4axd ANP
4bdd Z0O
4dsy 0LO
4ibf 1D5
4joo 1M4
4jpy PHE
4kcx 1QK
4mnq 9-mer
4qf9 35K
4xhl CKI
4ykj ALA
4zw5 4SA
5f2p 5TY
5g4o O80
5h5f SAM
5kad OTA
5knt 6WB
5tus 7LL
5w1v 9-mer
6u80 Q1J
1k2v DEF
2amt 1AA
2aoh 10-mer
2q9y BTM
3ex3 U5P
3hfj DZ9
3iiw 11-mer
3k27 9-mer
3okc GDP
3pd3 A3T
3u81 SAH
3wb4 0B3
4d1b 5FH
4dhp Y07
4hcz 10-mer
4jfd 10-mer
4k3o 6-mer
4pd6 URI
4rrr A3T
4x2l 3WP
4zsr 4RY
5azf 4-mer
5d6j ATP
5hed 9-mer
5mrd S26
6c3l EGP
6np4 TOY
6ppy OVY
1zhk 13-mer
2wbg LGS
3atp SER
4g2r H1L
4h71 PXE
5gow 19-mer
6ccu 4-mer
6g8k 11-mer
6q3q 8-mer
1qvu PRL
1v1k 3FP
1w84 L12
1wvc CTP
2h9m 11-mer
2j4q TTP
2lyb 8SP
2pt9 S4M
2v85 12-mer
2v86 9-mer
2w2u 14-mer
2zit NAD
3bmn AX3
3jq8 DX3
3jqa DX4
3jqf AX2
3pqz 11-mer
3sgv 2BJ
3tsz 12-mer
4gki 0JN
4i8n 1CG
4urn NOV
5akg 6N6
5c3p AKG
5dpx L3B
5jox EDG
6cq0 F8M
6fui E7W
6ufo Q6P
2bj4 11-mer
2f70 UN6
2r2w 4PG
2v83 9-mer
3hec STI
3hl5 9JZ
3skk 4U7
4cix W4N
4cu8 DGJ
4lh7 1X8
4mra QUE
4odq 16-mer
4owo 6F0
4ym4 12-mer
5afn OJD
5dtj 5G8
5eay 13-mer
5el2 KBR
5ifu GBM
6d1d GTV
6d1g YKG
6f05 GTS
6gcl EUE
1jaq 01S
1qan SAH
1r5v 13-mer
1zkk 10-mer
2jq9 17-mer
2ogy C2F
2wwj Y28
2xln EWA
3bsc 2PD
3p17 99P
3pd4 A3G
3s0o 50Z
3t01 PPF
3udm 09A
3vd7 GTZ
4bvb OCZ
4dhl 0K7
4eke D1I
4oks 2T9
4rxc HRX
5a7y SAH
5f0h 5TC
5ka1 OTA
5lca B06
5o1e 9GT
5ovv 7-mer
5swg CAQ
5tya 7QS
5wxf 12-mer
5yto 946
6c5f 7L9
6d15 TWB
6gh9 MIX
6gqm F8H
6hoy TSN
6qrf JF5
6r8p JVB
1hi4 A3P
1j14 BEN
1o7o UDP
2prj NBG
3f9y 10-mer
3h26 B56
3hl8 BBP
3kmy D8Y
3l2y OPE
3udk 095
4ccd 2DG
4cwf H05
4dhq Y06
4el0 D1K
4nmq 10-mer
5isz 9-mer
5t19 73U
5wii AO4
6b7a CWM
6dyo LDP
6g86 16-mer
6mt5 9-mer
1d6n PPO
2eg8 FOT
3n7h DE3
3ro0 TPT
3sw8 5LI
4dcx L2D
4j81 5-mer
5lj1 6XX
5ovx AY5
5yl2 8WU
6j7l TYD
6jag TRE
1gi7 120
1zkn IBM
2r1y 2-mer
2xct CPF
2yog 74X
2zlf 7-mer
3aas GUS
3puj 10-mer
3uug BDP
4abb K9S
4d2w NF5
4g90 0G0
4jfe 10-mer
4jxv 1MU
4ok5 2T2
4z2o 12-mer
5aqg ZJB
5auv AGI
5k6a 6QT
5l8n 6RQ
6bau CYS
6nu1 CYS
6qlq J4E
1a85 0DY
1ctt DHZ
1gu1 FA1
1mrn T5A
1uyf PU1
1xz8 U5P
1z4n GL1
1z4o GL1
2a4m TRP
2bua 007
2gfk VII
2h1h AFH
2lyw 13-mer
2opy CO9
2puy 10-mer
2ra6 ETY
2vl8 UDP
2vur YX1
2wl5 COA
2wm0 3-mer
2xf0 4UB
3bzf 9-mer
3ccb B2Y
3dga RJ1
3fdt 15-mer
3g4f FPF
3gy7 BEN
3ksl SZH
3lau OFI
3q7j FBO
3r0w RSY
3r6u CHT
3t0l 1CT
3w5t LHP
4dcy L2M
4gzw 3-mer
4igq 3-mer
4p0a 10-mer
4pku 30P
